173,-625.16,-346.89
174,-840,-401.11
175,-536.37,-406
176,-763.19,-268.67
177,-428.24,0
178,-351.1,0
179,-389.67,0
180,-387.36,0
181,-320.11,0
182,-316.81,0
183,-360,0
184,-573.63,0
185,-333.3,0
186,-395.05,0
187,-517.91,-422
188,-515.86,-581.56
189,-506.48,-337.56
190,-494.47,-418.89
191,-343.99,0
192,-331.1,-409.11
193,-445.38,-300.67
194,-343.85,0
195,-287.47,-280.67
196,-469.45,-464.22
197,-311.21,-304.22
198,-275.93,-263.78
199,-436.81,-380.67
200,-493.52,-414.89
201,-440.11,0
202,-645.82,0
203,-626.37,0
204,-519.89,-338.44
205,-558.13,-416.89
206,-353.74,-574.67
207,-490.22,-558
208,-354.73,-485.33
209,-551.87,-582
210,-363.63,-479.78
211,-420,-469.56
212,-358.35,-484.44
213,-359.67,-490.67
214,-539.01,-361.56
215,-635.27,-485.11
216,-559.12,-602
217,-347.8,-399.78
218,-481.32,-441.56
219,-469.78,-406.44
220,-347.47,-484
221,-498.46,-483.11
222,-493.85,-470.44
223,-548.9,-531.33
224,-366.92,-292.22
225,-163.85,0
226,-518.57,0
227,-489.78,-585.56
228,-577.91,-500.22
229,-373.85,-162.89
230,-406.37,0
231,-369.45,-313.11
232,-357.47,-590.89
233,-394.84,-226.22
234,-493,0
235,-369.05,0
236,-415.79,-502.22
237,-322.75,-400
238,-476.59,-401.11
239,-691.54,-455.78
240,-624.73,-431.11
241,-297.47,-456.22
242,-399.23,-383.78
243,-426.7,-388.22
244,-511.54,-451.78
245,-390.22,-546
246,-408.02,-574.67
247,-492.86,-421.56
248,-555.49,-440.67
249,-492.86,-319.78
250,-574.29,-524.67
251,0,-599.33
252,0,-545.11
253,0,-550.89
254,0,-617.56
255,0,-601.56
256,0,-596.67
257,-330,-352.67
258,-561.43,-399.33
259,-380.44,0
260,-493.52,-370.67
261,-372.2,-575.78
262,-607.91,0
263,-684.4,0
264,-624.73,0
265,-600.33,-567.33
266,-569.67,-557.56
267,-576.59,-578.89
268,-453.3,-393.33
269,-714.4,-385.11
270,-590.77,-402.67
271,-434.18,-409.33
272,-629.34,-409.56
273,-623.74,-427.11
274,-586.15,-491.11
275,-430.88,-388.22
276,-472.42,-572.44
277,-491.21,-264.22
278,-473.74,-320.89
279,-789.89,-410.44
280,-716.04,-515.11
281,-393.96,-545.56
282,-602.64,-499.11
283,-535.71,-376.44
284,0,-352.44
285,0,-276.89
286,0,-286.44
287,0,-209.78
288,-435.16,-416.67
289,-303.63,-312.22
290,-288.79,-303.78
291,-290.77,-295.33
292,-549.23,-306.67
293,-482.64,-556
294,-630.44,-544.67
295,-614.4,-540.22
296,-416.37,-375.78
297,-518.79,0
298,-585.6,-541.56
299,-533.96,-549.56
300,-530.66,-347.78
301,-435.93,-508.22
302,-633.96,-345.11
303,-542.97,-511.78
304,-388.46,-385.56
305,-572.42,-310.89
306,-461.87,0
307,0,0
308,0,-333.11
309,0,-369.11
310,0,-366.89
311,0,-417.56
312,-532.12,-583.78
313,-494.18,-627.78
314,-498.13,-456.67
315,-520.84,-325.33
316,-505.02,-374.44
317,-570.07,-484.67
318,-570.07,-522.89
319,-570.07,-499.33
320,-389.56,-287.78
321,-497.55,-362.44
322,-566.26,-604.22
323,-473.81,-419.78
324,-523.48,-378.89
325,-524.21,-369.56
326,-493,-374.44
327,-474.25,-375.78
328,-481.87,-369.11
329,-457.25,-475.78
330,-496.81,-392.22
331,-762.97,-378
332,-663.41,-268.67
333,-508.24,-346.44
334,-768.02,-512.67
335,-605.82,-341.11
336,-491.98,-352.22
337,-563.41,-326.89
338,-431.54,-430
339,-526.7,-154
340,-467.8,-358
341,-445.38,-373.56
342,-439.89,-274
343,-526.92,-462
344,-419.67,-310
345,-420.11,-362.44
346,-632.86,-308.22
347,-509.12,-328.67
348,-505.16,-329.11
349,-460.77,-320.67
350,-476.81,-451.33
351,-564.51,-310
352,-362.97,-441.56
353,-746.48,-329.11
354,-524.51,-374
355,-435.71,-437.56
356,-401.21,-266
357,-543.85,-402.89
358,-613.3,-375.33
359,-476.59,-330
360,-490.44,-312.67
361,-429.56,-395.78
362,-482.31,-334.44
363,-377.69,-215.78
364,-430.22,-310.44
365,-551.98,-318.89
