1,-636.26,-300
2,-622.09,0
3,-428.57,0
4,-647.14,-354
5,-622.75,0
6,-682.09,-258
7,-588.79,-219.33
8,-502.42,-227.33
9,-541.98,0
10,-667.58,-274
11,-510.66,0
12,-573.96,-306.89
13,-592.42,-261.11
14,-680.11,-355.33
15,-564.4,-301.56
16,-725.93,-339.78
17,-773.74,-282
18,-409.45,-258.89
19,-851.21,-365.11
20,-830.77,-626
21,-890.11,-580.22
22,-798.13,-538.89
23,-497.47,-401.56
24,-799.45,-481.56
25,-670.22,-509.56
26,-744.4,-558
27,-701.21,-388.67
28,-767.47,-399.78
29,-696.92,-361.11
30,-727.91,-476.22
31,-805.38,-543.33
32,-599.01,-358.44
33,-446.7,-403.33
34,-765.49,-271.78
35,-368.24,-439.33
36,-406.81,-443.78
37,-476.04,-342
38,-303.96,-466.44
39,-444.07,-385.11
40,-835.71,-442.44
41,-568.35,-366
42,-813.3,-509.11
43,-716.04,-459.78
44,-881.21,-567.78
45,-912.86,-541.11
46,-646.81,-519.78
47,-536.7,0
48,-539.01,-668.67
49,-620.77,0
50,-557.8,-615.78
51,-661.32,-522
52,0,0
53,-626.7,-560.89
54,-670.88,-570.44
55,-606.92,-558.44
56,-777.69,-366.89
57,-612.2,-362
58,-826.81,-542
59,-739.78,-413.11
60,-583.19,-396.67
61,-828.46,-598
62,-811.98,-490
63,-559.45,-245.56
64,-623.41,-377.11
65,-773.41,-275.78
66,-576.92,-185
67,-590.44,0
68,-487.58,0
69,-875.6,0
70,-827.14,0
71,-402.53,0
72,-686.37,0
73,-778.02,0
74,-693.96,0
75,-630.33,0
76,-643.52,0
77,-773.08,0
78,-847.25,0
79,-405.16,0
80,-723.63,0
81,-537.36,0
82,-638.24,0
83,-665.27,0
84,-560.44,0
85,-532.09,0
86,-535.71,0
87,-555.16,0
88,-507.69,-186.44
89,-657.36,0
90,-604.62,0
91,-500.77,0
92,0,0
93,0,-294.44
94,0,-305.11
95,-442.82,-457.11
96,-571.83,-335.78
97,-701.21,-486.44
98,-385.68,-343.33
99,0,-526.44
100,0,-204.67
101,0,-476.22
102,0,-545.56
103,-406.34,-436.67
104,-393.81,-606.44
105,-595.71,-460.67
106,-612.42,-484.22
107,-497.11,-306.67
108,-448.46,0
109,-384.73,0
110,-498.28,0
111,-432.64,0
112,-467.51,0
113,-424.14,-552.22
114,-425.75,-396.33
115,-491.83,-451.78
116,-467.8,-401.33
117,-415.64,0
118,-483.77,0
119,-420.04,-501.78
120,-509.12,-358.44
121,-459.3,-296.22
122,-373.3,-347.78
123,-404.21,0
124,-439.52,-365.56
125,-408.9,-297.11
126,-444.21,-363.78
127,-443.04,-459.78
128,-475.71,-426.89
129,-454.47,-428.67
130,-440.4,-430.44
131,-457.99,-510.44
132,-482.75,-422
133,-484.36,-613.56
134,-453.3,-285.56
135,-395.42,-590
136,-435.57,-359.33
137,-415.35,-446.89
138,-389.41,-339.33
139,-481.58,0
140,-367.58,-338.89
141,-383.41,-303.78
142,-449.05,-491.33
143,-525.82,-574.89
144,-480.7,-514
145,-504.14,-554
146,-446.56,-491.33
147,-494.18,-592.22
148,-462.67,-411.78
149,-555.71,-599.11
150,-457.4,-404.22
151,-461.21,0
152,-474.98,0
153,-538.42,0
154,-555.57,0
155,-534.91,0
156,-553.08,0
157,-511.47,-578.89
158,-469.56,-359.78
159,-407.29,-538.89
160,-489.34,-404.22
161,-459.3,-497.56
162,-522.89,-319.78
163,-522.89,-542.44
164,-509.71,-495.33
165,-431.47,-530
166,-421.65,-571.11
167,-506.34,-437.11
168,-502.67,-366.89
169,-487.29,-534.67
170,-488.32,-471.78
171,-519.96,-326
172,-485.09,-590
